"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"489",497,4,2,3,2,1,4,2,2,2,2,3,4,4,5,5,4,2,3,3,5,2,5,50,2,4,4,4,4,4,4,3,2,4,4,4,4,4,1,4,1,80,1,1,4,2,28,1,1,12,3,1,5,2,3,50,2.57142857142857,2.83333333333333,4.66666666666667,3,4,3.5,"Female","below_ug","natural",44,1,"no",5,"white","south",1,"6to12months",5
"490",498,1,1,1,2,1,1,1,5,4,2,4,5,5,4,2,1,4,5,6,6,5,7,100,2,4,1,2,4,1,2,4,4,4,3,2,3,4,1,4,1,40,1,3,0,5,43,1,1,10,4,1,5,1,3,100,1.14285714285714,4.16666666666667,2.33333333333333,5.2,2.33333333333333,2.83333333333333,"Female","ug","not_sure",59,1,"yes",2,"white","south",0,"other",7
"491",499,3,4,4,4,4,4,2,4,4,4,2,2,5,4,5,4,2,3,1,6,2,4,75,1,3,2,3,3,3,2,2,3,3,3,3,3,2,1,3,1,80,1,1,4,3,22,1,1,8,3,1,5,2,3,70,3.57142857142857,3.5,4.33333333333333,2.8,2.66666666666667,2.5,"Female","below_ug","natural",38,1,"no",4,"white","midlands",1,"6to12months",4
"492",500,2,2,2,1,2,2,1,4,4,2,2,3,4,2,4,3,3,3,2,4,2,3,75,2,3,2,1,1,2,1,3,4,3,1,1,1,3,1,1,1,40,1,1,5,2,26,1,1,11,4,1,5,2,3,100,1.71428571428571,3.16666666666667,3,2.8,1.66666666666667,1.33333333333333,"Female","ug","natural",42,1,"no",5,"white","south",1,"more12months",3
"493",501,1,1,1,1,1,2,1,5,2,2,4,4,4,1,4,1,6,6,6,6,6,4,78,2,2,2,1,1,2,2,2,2,3,4,4,3,4,1,4,1,50,2,3,5,4,36,1,1,10,3,1,0,1,3,50,1.14285714285714,3.5,2,6,1.66666666666667,3.33333333333333,"Female","below_ug","not_sure",52,0,"yes",3,"other","south",0,"more12months",4
"494",502,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,4,5,4,2,4,4,2,50,1,4,4,4,4,4,4,3,3,5,3,1,2,3,1,2,1,100,1,3,5,1,42,1,1,11,3,1,5,1,3,50,1.71428571428571,3,4,3.8,4,2,"Female","below_ug","not_sure",58,1,"yes",6,"white","south",0,"more12months",2
"495",503,2,1,2,2,1,1,2,5,4,3,4,4,4,4,4,2,4,3,3,3,3,5,60,2,3,3,1,4,2,2,2,4,3,4,2,3,4,1,2,1,75,1,1,5,3,36,2,1,11,3,1,5,1,3,80,1.57142857142857,4,3.33333333333333,3.2,2.5,2.66666666666667,"Male","below_ug","natural",52,1,"yes",4,"white","south",1,"more12months",5
"496",504,3,2,3,2,3,2,2,4,4,2,3,4,5,4,4,2,5,3,1,3,2,3,86,1,4,4,2,4,4,3,3,3,4,1,1,1,4,1,1,1,49,1,1,4,3,10,1,1,10,4,1,5,2,2,89,2.42857142857143,3.66666666666667,3.33333333333333,2.8,3.5,1.5,"Female","ug","natural",26,1,"no",4,"white","south",1,"6to12months",3
"497",505,1,1,2,2,1,2,1,5,4,4,4,4,4,4,4,2,4,4,3,4,4,5,85,1,2,1,1,2,2,1,3,2,3,1,1,1,4,1,3,1,70,1,1,5,4,21,1,1,10,5,1,5,1,3,80,1.42857142857143,4.16666666666667,3.33333333333333,3.8,1.5,1.83333333333333,"Female","pg","natural",37,1,"yes",3,"white","south",1,"more12months",5
"498",506,2,1,2,1,2,3,1,4,5,4,4,2,4,2,2,5,5,5,4,5,6,2,75,2,4,1,1,4,1,1,2,3,3,3,2,2,3,1,2,1,80,1,3,5,3,4,1,1,10,3,1,5,2,3,0,1.71428571428571,3.83333333333333,3,5,2,2.16666666666667,"Female","below_ug","not_sure",20,1,"no",4,"white","south",0,"more12months",2
"499",507,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,4,4,5,4,3,2,1,93,2,4,2,1,2,1,1,4,3,3,3,2,1,4,1,2,1,40,1,3,4,2,36,2,1,11,3,1,5,1,3,63,1.28571428571429,1.66666666666667,2,3.6,1.83333333333333,2.16666666666667,"Male","below_ug","not_sure",52,1,"yes",5,"white","south",0,"6to12months",1
"500",508,2,1,2,2,1,2,2,4,4,4,4,4,4,2,4,2,4,3,3,4,4,4,80,1,4,3,4,3,3,3,3,3,4,4,4,4,3,1,2,3,50,1,1,4,4,24,1,1,10,4,1,5,1,3,60,1.71428571428571,4,2.66666666666667,3.6,3.33333333333333,3,"Female","ug","natural",40,1,"yes",3,"white","south",1,"6to12months",4
"501",509,3,2,3,3,2,2,3,4,4,4,4,4,4,2,3,2,5,4,2,1,4,5,74.8669131238447,1,4,4,2,3,3,4,2,2,5,1,1,1,4,1,1,1,50.5278048780488,3,1,5,3,8,1,1,10,4,1,5,2,3,30,2.57142857142857,4,2.33333333333333,3.2,3.33333333333333,1.5,"Female","ug","natural",24,0,"no",4,"white","south",1,"more12months",5
"502",510,2,1,1,1,1,2,1,5,5,2,2,4,4,1,4,1,4,5,4,3,5,4,72,2,2,1,1,2,1,1,3,3,3,4,3,2,3,1,3,2,39,1,1,5,3,13,2,1,11,5,1,5,2,3,76,1.28571428571429,3.66666666666667,2,4.2,1.33333333333333,2.66666666666667,"Male","pg","natural",29,1,"no",4,"white","south",1,"more12months",4
"503",511,3,3,3,3,4,4,3,3,3,4,3,4,4,3,2,4,3,4,3,4,4,2,50,2,4,4,4,4,4,4,3,2,5,4,3,3,4,1,4,2,90,1,3,5,4,24,1,1,10,3,1,5,1,3,20,3.28571428571429,3.5,3,3.6,4,3.16666666666667,"Female","below_ug","not_sure",40,1,"yes",3,"white","south",0,"more12months",2
"504",512,2,1,2,1,1,2,1,5,4,5,2,3,5,4,5,2,5,4,3,5,3,3,85,2,4,3,2,3,3,3,3,3,4,4,3,3,4,1,3,3,90,1,1,5,3,21,1,1,11,5,1,5,1,3,64,1.42857142857143,4,3.66666666666667,4,3,3,"Female","pg","natural",37,1,"yes",4,"white","south",1,"more12months",3
"505",513,3,2,2,2,2,2,3,5,4,4,4,5,4,4,4,2,5,5,3,5,5,5,100,1,4,2,4,3,2,2,4,3,3,2,1,1,4,1,3,1,50,1,1,5,5,13,2,1,11,3,1,5,2,3,75,2.28571428571429,4.33333333333333,3.33333333333333,4.6,2.83333333333333,2,"Male","below_ug","natural",29,1,"no",2,"white","south",1,"more12months",5
"506",514,2,1,2,2,1,1,1,4,4,4,4,4,5,2,4,4,2,2,3,2,2,8,70,2,2,2,3,4,1,1,1,4,3,1,1,1,2,1,1,1,50.5278048780488,3,1,3,4,40,1,1,10,4,1,5,1,3,18,1.42857142857143,4.16666666666667,3.33333333333333,2.2,2.16666666666667,1.16666666666667,"Female","ug","natural",56,0,"yes",3,"white","south",1,"less6months",0
"507",515,2,1,1,2,1,1,1,5,5,4,4,4,4,2,2,2,5,3,4,5,4,5,100,2,3,3,2,3,2,2,2,3,4,4,4,4,4,1,4,1,60,1,1,5,4,36,1,1,10,5,1,5,2,3,93,1.28571428571429,4.33333333333333,2,4.2,2.5,3.5,"Female","pg","natural",52,1,"no",3,"white","south",1,"more12months",5
"508",516,2,2,3,4,2,4,1,5,5,5,4,4,5,4,5,4,3,3,3,4,3,3,75,1,2,2,2,2,3,4,1,3,4,3,1,2,3,1,3,3,99,1,1,0,5,26,1,1,10,4,1,5,1,3,65,2.57142857142857,4.66666666666667,4.33333333333333,3.2,2.5,2.16666666666667,"Female","ug","natural",42,1,"yes",2,"white","south",1,"other",3
"509",517,1,1,1,2,1,2,1,5,4,5,5,4,5,1,1,1,6,6,4,5,5,6,100,2,3,2,1,2,1,2,1,3,3,4,4,4,4,1,4,2,15,1,3,5,4,36,1,1,1,5,1,5,1,3,80,1.28571428571429,4.66666666666667,1,5.2,1.83333333333333,3.5,"Female","pg","not_sure",52,1,"yes",3,"white","non_England",0,"more12months",6
"510",518,2,2,2,1,1,2,2,2,3,2,2,2,3,4,5,4,4,4,3,6,4,5,25,1,4,3,4,4,3,2,3,3,3,4,4,4,4,1,4,3,50,3,1,5,2,25,1,1,5,4,15,5,1,3,70,1.71428571428571,2.33333333333333,4.33333333333333,4.2,3.33333333333333,3.5,"Female","ug","natural",41,0,"yes",5,"white","north",1,"more12months",5
"511",519,2,2,2,1,2,1,1,2,4,2,2,2,4,2,4,4,5,4,4,5,4,2,25,1,3,4,1,2,2,3,2,3,3,1,1,1,4,1,2,2,70,1,1,0,4,33,1,1,11,4,1,5,2,1,9,1.57142857142857,2.66666666666667,3.33333333333333,4.4,2.5,1.66666666666667,"Female","ug","natural",49,1,"no",3,"white","south",1,"other",2
"512",520,1,1,1,1,1,1,1,4,4,4,3,3,4,3,2,2,4,4,4,4,4,4,100,2,3,2,1,3,1,2,2,3,4,1,2,1,3,1,2,1,50,1,3,5,3,30,1,1,11,5,1,5,1,3,75,1,3.66666666666667,2.33333333333333,4,2,1.66666666666667,"Female","pg","not_sure",46,1,"yes",4,"white","south",0,"more12months",4
"513",521,2,2,2,2,2,2,2,2,2,4,3,3,4,3,4,4,3,3,3,3,3,3,80,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,50,1,3,5,3,38,1,1,10,3,1,5,1,3,70,2,3,3.66666666666667,3,2,1,"Female","below_ug","not_sure",54,1,"yes",4,"white","south",0,"more12months",3
"514",522,1,1,1,1,1,1,1,5,5,5,4,4,5,2,4,1,5,6,6,4,6,6,100,2,3,1,1,3,1,1,3,4,4,1,1,1,2,1,1,2,10,1,1,0,3,57,2,1,10,3,1,5,1,3,90,1,4.66666666666667,2.33333333333333,5.4,1.66666666666667,1.16666666666667,"Male","below_ug","natural",73,1,"yes",4,"white","south",1,"other",6
"515",524,3,2,3,3,1,4,1,5,5,5,4,4,5,3,4,4,4,3,2,2,3,4,74.8669131238447,2,2,1,3,1,2,1,3,3,3,3,3,2,3,1,3,3,60,1,3,5,2,25,1,1,12,4,1,5,1,3,69,2.42857142857143,4.66666666666667,3.66666666666667,2.8,1.66666666666667,2.5,"Female","ug","not_sure",41,1,"yes",5,"white","south",0,"more12months",4
"516",525,2,1,1,2,1,2,1,4,4,2,2,2,4,4,4,3,3,3,3,3,3,5,90,2,1,1,1,2,2,2,3,3,4,1,1,1,2,1,2,2,65,1,2,5,3,22,1,1,10,4,1,5,1,3,50,1.42857142857143,3,3.66666666666667,3,1.5,1.33333333333333,"Female","ug","artificial",38,1,"yes",4,"white","south",0,"more12months",5
"517",526,2,2,2,2,2,2,1,4,4,4,4,4,4,3,2,1,2,2,2,4,3,3,89,1,4,1,2,2,2,1,2,4,4,2,2,3,4,1,4,1,50.5278048780488,1,1,5,3,12,1,1,12,5,1,5,2,3,100,1.85714285714286,4,2,2.6,2,2.66666666666667,"Female","pg","natural",28,1,"no",4,"white","south",1,"more12months",3
"518",527,4,4,4,4,4,3,4,5,2,4,1,4,5,4,4,5,2,2,1,1,1,2,0,1,4,4,1,4,4,4,2,2,4,4,4,3,4,4,4,2,100,2,2,5,5,38,2,1,5,3,1,5,1,3,0,3.85714285714286,3.5,4.33333333333333,1.4,3.5,3.83333333333333,"Male","below_ug","artificial",54,0,"yes",2,"white","north",0,"more12months",2
"519",528,4,3,2,2,2,3,4,2,2,2,1,2,4,5,5,4,6,2,3,5,6,3,80,2,4,4,4,4,4,4,3,2,4,3,2,1,4,1,3,1,50,1,2,5,5,13,1,1,11,3,1,5,1,3,51,2.85714285714286,2.16666666666667,4.66666666666667,4.4,4,2.33333333333333,"Female","below_ug","artificial",29,1,"yes",2,"white","south",0,"more12months",3
"520",529,1,1,1,1,1,1,2,5,4,5,2,2,5,4,4,4,3,3,3,3,3,6,96,1,3,2,2,4,1,3,1,1,4,2,1,1,3,1,3,3,57,3,2,0,3,25,1,1,12,5,5,5,1,3,85,1.14285714285714,3.83333333333333,4,3,2.5,1.83333333333333,"Female","pg","artificial",41,0,"yes",4,"white","south",0,"other",6
"521",530,1,1,1,2,1,1,1,2,3,4,2,2,2,2,3,2,6,6,3,6,5,3,90,2,2,2,2,2,2,1,2,4,3,4,4,4,4,1,4,2,52,1,1,5,4,41,2,1,10,4,1,5,1,3,61,1.14285714285714,2.5,2.33333333333333,5.2,1.83333333333333,3.5,"Male","ug","natural",57,1,"yes",3,"white","south",1,"more12months",3
"522",531,2,1,2,2,2,2,1,4,4,2,2,4,5,5,4,2,4,4,4,4,4,3,95,2,2,1,2,2,2,2,3,4,3,3,2,2,4,1,3,2,10,1,1,4,3,29,1,1,10,4,1,5,1,3,70,1.71428571428571,3.5,3.66666666666667,4,1.83333333333333,2.5,"Female","ug","natural",45,1,"yes",4,"white","south",1,"6to12months",3
"523",532,1,1,1,1,1,1,1,5,4,4,4,4,5,3,4,3,5,4,5,4,4,7,76,2,4,3,4,3,2,2,3,3,3,4,4,4,4,1,3,1,50,1,1,5,3,45,2,1,10,4,1,5,1,3,90,1,4.33333333333333,3.33333333333333,4.4,3,3.33333333333333,"Male","ug","natural",61,1,"yes",4,"white","south",1,"more12months",7
"524",533,2,3,3,3,1,3,3,5,5,4,5,5,5,5,5,4,5,5,2,5,5,4,79,1,4,3,2,3,3,1,4,3,3,4,4,4,4,1,4,1,70,3,1,5,6,15,1,1,10,5,1,5,2,3,60,2.57142857142857,4.83333333333333,4.66666666666667,4.4,2.66666666666667,3.5,"Female","pg","natural",31,0,"no",1,"white","south",1,"more12months",4
"525",534,4,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,2,3,2,4,3,1,63,1,4,3,4,2,4,3,2,3,3,4,3,3,4,1,4,2,82,1,1,5,3,27,1,1,10,4,1,5,2,3,37,3.85714285714286,3.16666666666667,4,2.8,3.33333333333333,3.16666666666667,"Female","ug","natural",43,1,"no",4,"white","south",1,"more12months",1
"526",535,2,1,3,1,1,1,2,2,2,2,2,3,3,4,5,4,3,3,3,4,3,3,80,1,3,3,2,1,2,2,1,3,5,1,1,1,2,1,2,2,20,1,3,5,4,28,2,1,9,4,1,5,2,3,65,1.57142857142857,2.33333333333333,4.33333333333333,3.2,2.16666666666667,1.33333333333333,"Male","ug","not_sure",44,1,"no",3,"white","south",0,"more12months",3
"527",536,1,1,1,2,1,2,1,2,1,2,4,1,4,4,4,5,2,5,2,2,2,2,78,3,4,1,1,4,1,1,1,4,3,4,3,2,4,1,4,1,15,3,3,0,5,35,2,1,11,3,1,5,1,1,66,1.28571428571429,2.33333333333333,4.33333333333333,2.6,2,3,"Male","below_ug","not_sure",51,0,"yes",2,"white","south",0,"other",2
"528",537,4,4,4,4,4,3,3,5,4,2,5,5,4,2,4,3,6,4,1,4,3,7,90,1,4,4,3,3,4,4,1,3,4,1,1,1,4,1,1,1,50,1,1,5,2,35,2,1,9,5,1,5,2,3,100,3.71428571428571,4.16666666666667,3,3.6,3.66666666666667,1.5,"Male","pg","natural",51,1,"no",5,"white","south",1,"more12months",7
"529",538,2,1,2,1,2,2,1,2,3,2,2,4,4,2,4,4,3,3,3,2,3,4,36,2,1,1,1,1,2,2,4,4,3,1,1,1,2,1,1,1,50,1,1,5,5,14,1,1,10,4,1,3,2,3,90,1.57142857142857,2.83333333333333,3.33333333333333,2.8,1.33333333333333,1.16666666666667,"Female","ug","natural",30,1,"no",2,"other","south",1,"more12months",4
"530",539,1,1,1,1,1,1,2,2,5,2,4,4,4,1,1,1,5,6,6,6,6,6,50,2,2,1,1,3,1,1,1,2,3,4,4,4,4,3,4,1,80,1,3,5,5,41,1,1,9,4,1,5,2,3,100,1.14285714285714,3.5,1,5.8,1.5,3.83333333333333,"Female","ug","not_sure",57,1,"no",2,"white","south",0,"more12months",6
"531",540,2,1,1,1,1,2,1,4,4,4,4,4,5,4,4,1,3,5,3,5,4,7,85,2,4,1,3,2,2,2,3,2,3,4,3,4,4,1,4,2,95,1,1,0,4,31,1,1,10,4,1,5,2,3,75,1.28571428571429,4.16666666666667,3,4,2.33333333333333,3.33333333333333,"Female","ug","natural",47,1,"no",3,"white","south",1,"other",7
"532",541,1,1,2,1,1,2,1,3,2,4,2,4,3,4,4,4,3,4,6,5,3,3,80,1,3,2,1,3,3,1,1,2,3,3,3,3,4,1,3,1,65,1,1,4,4,34,1,1,10,4,1,5,1,3,84,1.28571428571429,3,4,4.2,2.16666666666667,2.83333333333333,"Female","ug","natural",50,1,"yes",3,"white","south",1,"6to12months",3
"533",542,1,1,1,1,1,2,1,4,4,4,4,4,4,1,1,2,5,5,6,4,4,6,100,2,2,2,2,2,1,1,3,4,4,4,4,3,4,2,4,3,40,1,1,4,4,45,2,1,5,5,1,5,1,3,73,1.14285714285714,4,1.33333333333333,4.8,1.66666666666667,3.5,"Male","pg","natural",61,1,"yes",3,"white","north",1,"6to12months",6
"534",543,2,2,4,2,2,2,3,2,3,2,3,3,2,4,4,1,5,4,3,5,4,4,82,2,2,4,4,3,2,1,2,4,4,4,4,4,4,1,4,1,22,1,3,5,3,39,1,1,11,3,1,5,1,3,44,2.42857142857143,2.5,3,4.2,2.66666666666667,3.5,"Female","below_ug","not_sure",55,1,"yes",4,"white","south",0,"more12months",4
"535",544,1,2,3,1,1,1,2,4,5,4,2,4,5,2,2,4,5,5,4,6,4,6,90,2,3,3,2,2,2,2,3,4,3,1,1,2,4,1,2,2,30,1,1,5,1,29,2,1,11,4,1,5,1,3,90,1.57142857142857,4,2.66666666666667,4.8,2.33333333333333,1.83333333333333,"Male","ug","natural",45,1,"yes",6,"white","south",1,"more12months",6
"536",545,1,2,2,2,1,2,1,3,3,2,3,4,4,2,5,2,5,4,1,3,4,7,63,2,3,2,1,2,2,1,3,3,1,4,3,1,3,1,4,1,50,2,2,5,3,34,2,1,8,3,1,5,1,3,93,1.57142857142857,3.16666666666667,3,3.4,1.83333333333333,2.66666666666667,"Male","below_ug","artificial",50,0,"yes",4,"white","midlands",0,"more12months",7
"537",546,1,1,2,1,1,2,2,3,2,1,1,4,3,4,4,2,5,5,4,5,5,3,85,2,3,3,3,4,1,2,1,3,3,4,4,3,4,1,3,1,51,1,1,5,3,55,1,1,11,3,1,5,1,3,86,1.42857142857143,2.33333333333333,3.33333333333333,4.8,2.66666666666667,3.16666666666667,"Female","below_ug","natural",71,1,"yes",4,"white","south",1,"more12months",3
"538",547,1,1,1,1,1,3,1,4,2,4,4,5,4,1,2,1,5,5,5,5,3,7,100,2,2,2,2,2,2,2,2,2,4,4,4,4,2,1,4,2,32,1,1,5,3,48,2,1,12,5,1,5,2,3,100,1.28571428571429,3.83333333333333,1.33333333333333,4.6,2,3.16666666666667,"Male","pg","natural",64,1,"no",4,"white","south",1,"more12months",7
"539",548,2,2,3,2,2,2,2,4,4,5,2,5,5,2,2,2,3,2,2,3,2,3,75,1,3,2,2,3,2,3,2,2,4,4,4,4,4,1,4,1,60,2,3,5,5,8,1,1,12,3,1,5,2,2,65,2.14285714285714,4.16666666666667,2,2.4,2.5,3.5,"Female","below_ug","not_sure",24,0,"no",2,"white","south",0,"more12months",3
"540",549,4,4,4,4,4,4,4,5,4,5,4,4,4,5,5,4,1,2,1,5,2,8,74.8669131238447,1,3,4,1,3,4,4,1,3,3,4,4,3,4,1,4,1,70,2,1,5,4,46,2,1,5,3,1,5,1,3,52,4,4.33333333333333,4.66666666666667,2.2,3.16666666666667,3.33333333333333,"Male","below_ug","natural",62,0,"yes",3,"white","north",1,"more12months",0
"541",550,1,1,1,1,1,1,1,4,4,2,4,4,5,4,4,4,4,2,5,4,3,7,87,1,4,3,1,4,1,1,4,4,4,1,1,1,2,1,1,2,76,1,1,0,3,40,1,1,9,5,1,5,2,1,100,1,3.83333333333333,4,3.6,2.33333333333333,1.16666666666667,"Female","pg","natural",56,1,"no",4,"white","south",1,"other",7
"542",551,4,3,4,4,2,3,2,4,4,4,3,3,4,5,5,4,2,2,3,3,2,5,60,1,4,2,2,3,4,2,2,4,4,3,3,3,4,1,4,2,80,3,3,4,3,34,1,1,11,4,1,5,1,3,75,3.14285714285714,3.66666666666667,4.66666666666667,2.4,2.83333333333333,3,"Female","ug","not_sure",50,0,"yes",4,"white","south",0,"6to12months",5
"543",553,2,1,2,2,1,2,2,5,5,5,5,5,5,4,4,1,6,6,6,4,6,7,100,1,2,2,4,2,2,2,1,2,4,4,4,4,4,1,4,4,100,1,1,5,3,28,1,1,10,4,1,5,2,3,31,1.71428571428571,5,3,5.6,2.33333333333333,3.5,"Female","ug","natural",44,1,"no",4,"white","south",1,"more12months",7
"544",554,4,4,4,3,3,2,3,5,5,5,4,4,5,4,4,2,3,3,3,4,3,5,100,1,4,2,4,3,4,1,2,4,4,4,4,4,4,2,4,2,80,1,1,5,2,31,1,1,10,4,1,5,1,3,29,3.28571428571429,4.66666666666667,3.33333333333333,3.2,3,3.66666666666667,"Female","ug","natural",47,1,"yes",5,"white","south",1,"more12months",5
"545",555,3,2,4,3,3,3,3,4,4,4,5,4,4,4,4,4,3,2,2,3,3,3,60,1,4,3,2,3,4,3,1,3,3,4,4,3,4,2,3,4,50.5278048780488,1,1,5,4,8,1,1,7,4,1,5,2,3,9,3,4.16666666666667,4,2.6,3.16666666666667,3.33333333333333,"Female","ug","natural",24,1,"no",3,"white","midlands",1,"more12months",3
"546",556,2,2,3,1,1,3,2,5,5,4,4,4,4,5,5,2,3,3,1,2,3,5,80,1,3,3,1,1,2,1,3,2,2,3,4,3,3,1,1,1,85,1,1,5,5,10,1,1,12,4,1,5,2,2,60,2,4.33333333333333,4,2.4,1.83333333333333,2.5,"Female","ug","natural",26,1,"no",2,"white","south",1,"more12months",5
"547",557,2,2,2,2,3,3,2,4,4,4,5,4,5,4,4,4,3,3,2,3,4,5,80,2,4,4,2,4,3,3,3,2,4,3,4,3,4,3,4,2,90,1,2,4,4,6,1,1,12,4,1,5,2,3,80,2.28571428571429,4.33333333333333,4,3,3.33333333333333,3.5,"Female","ug","artificial",22,1,"no",3,"white","south",0,"6to12months",5
"548",558,4,3,4,4,3,3,4,2,1,2,2,3,4,3,4,4,5,4,4,5,6,8,50,1,4,4,2,4,4,4,2,3,4,4,4,3,4,4,4,3,50,1,1,4,4,23,2,1,2,5,1,5,2,1,50,3.57142857142857,2.33333333333333,3.66666666666667,4.8,3.66666666666667,3.83333333333333,"Male","pg","natural",39,1,"no",3,"white","non_England",1,"6to12months",0
"549",559,2,1,2,1,3,1,2,4,4,4,4,3,5,2,4,2,5,5,4,5,5,6,50,2,2,2,1,2,2,1,4,4,4,4,4,4,4,1,4,2,81,1,1,5,2,35,1,1,1,4,1,4,1,3,100,1.71428571428571,4,2.66666666666667,4.8,1.66666666666667,3.5,"Female","ug","natural",51,1,"yes",5,"other","non_England",1,"more12months",6
"550",560,2,2,2,1,2,2,1,4,4,4,4,4,5,4,5,4,4,6,1,5,5,5,50,2,4,4,2,4,4,4,2,3,4,2,1,1,4,1,2,2,95,1,3,5,3,13,1,1,12,5,1,5,2,3,100,1.71428571428571,4.16666666666667,4.33333333333333,4.2,3.66666666666667,1.83333333333333,"Female","pg","not_sure",29,1,"no",4,"white","south",0,"more12months",5
"551",561,2,1,2,2,1,3,1,5,5,2,5,4,4,2,4,4,4,3,5,4,1,7,91,2,2,2,2,1,2,3,3,3,4,2,2,1,3,1,2,3,61,1,3,0,4,33,1,1,12,4,1,5,2,1,89,1.71428571428571,4.16666666666667,3.33333333333333,3.4,2,1.83333333333333,"Female","ug","not_sure",49,1,"no",3,"white","south",0,"other",7
"552",562,2,2,2,1,2,2,2,2,2,4,2,2,2,4,5,2,2,3,2,5,3,5,75,2,3,2,1,2,2,3,3,2,3,4,4,4,4,1,4,1,75,1,1,0,4,20,1,1,11,3,1,5,2,3,100,1.85714285714286,2.33333333333333,3.66666666666667,3,2.16666666666667,3.5,"Female","below_ug","natural",36,1,"no",3,"white","south",1,"other",5
"553",563,3,1,2,1,1,2,2,5,5,2,1,3,5,4,5,5,3,2,2,3,3,5,89,1,4,2,4,1,2,2,3,4,4,4,4,4,4,1,4,1,67,1,1,4,4,34,1,1,12,5,1,5,2,1,42,1.71428571428571,3.5,4.66666666666667,2.6,2.5,3.5,"Female","pg","natural",50,1,"no",3,"white","south",1,"6to12months",5
"554",564,2,2,3,2,2,2,2,4,4,2,4,4,5,4,5,2,6,4,2,4,4,3,74.8669131238447,2,4,4,1,3,4,4,2,3,5,4,4,4,4,4,4,2,22,1,3,5,3,60,1,1,12,3,1,5,1,1,47,2.14285714285714,3.83333333333333,3.66666666666667,4,3.33333333333333,4,"Female","below_ug","not_sure",76,1,"yes",4,"white","south",0,"more12months",3
"555",565,2,2,2,2,1,2,2,5,4,4,5,4,5,4,4,1,3,3,3,3,4,2,85,2,2,1,2,2,3,2,1,3,3,1,2,1,3,1,1,1,50.5278048780488,3,1,3,5,11,1,1,12,5,15,5,2,1,80,1.85714285714286,4.5,3,3.2,2,1.5,"Female","pg","natural",27,0,"no",2,"white","south",1,"less6months",2
"556",566,2,4,4,2,1,3,4,2,4,4,2,3,4,4,5,2,4,4,1,3,5,2,25,1,4,2,4,4,3,2,2,3,4,2,1,1,4,1,1,1,55,1,3,5,3,32,1,1,12,4,1,5,2,1,15,2.85714285714286,3.16666666666667,3.66666666666667,3.4,3.16666666666667,1.66666666666667,"Female","ug","not_sure",48,1,"no",4,"white","south",0,"more12months",2
"557",567,3,2,3,2,2,2,3,2,4,2,1,2,4,2,4,3,4,3,3,5,3,2,100,2,3,3,1,3,2,2,2,3,4,4,4,3,4,1,4,2,60,1,2,5,4,39,1,1,12,4,1,5,2,1,80,2.42857142857143,2.5,3,3.6,2.33333333333333,3.33333333333333,"Female","ug","artificial",55,1,"no",3,"white","south",0,"more12months",2
"558",568,3,4,4,4,3,3,2,5,5,5,4,5,5,3,5,5,4,4,1,4,3,6,61,1,4,2,1,3,4,3,2,4,4,1,1,1,4,1,3,2,55,1,1,3,2,8,1,1,4,5,1,5,2,3,90,3.28571428571429,4.83333333333333,4.33333333333333,3.2,2.83333333333333,1.83333333333333,"Female","pg","natural",24,1,"no",5,"white","north",1,"less6months",6
"559",569,1,1,2,1,1,1,1,2,3,3,1,4,5,2,2,5,5,4,1,5,2,8,100,2,3,2,4,4,1,2,2,2,3,1,2,2,4,1,2,1,37,2,1,4,3,24,1,1,12,4,1,5,2,1,60,1.14285714285714,3,3,3.4,2.66666666666667,2,"Female","ug","natural",40,0,"no",4,"white","south",1,"6to12months",0
"560",570,2,2,2,2,2,1,2,3,4,2,2,4,4,1,2,2,5,5,6,5,5,4,100,1,2,1,2,3,2,1,4,4,3,2,1,2,4,1,2,1,70,1,1,4,4,30,1,1,10,3,1,5,1,3,70,1.85714285714286,3.16666666666667,1.66666666666667,5.2,1.83333333333333,2,"Female","below_ug","natural",46,1,"yes",3,"white","south",1,"6to12months",4
"561",571,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,6,6,6,6,6,3,100,2,2,2,1,1,1,1,4,3,4,4,4,3,4,1,4,2,50,1,3,4,3,37,1,1,12,3,1,3,1,3,100,1,3,5,6,1.33333333333333,3.33333333333333,"Female","below_ug","not_sure",53,1,"yes",4,"other","south",0,"6to12months",3
